# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
gene	protein_coding	GCF_006345805.1	Primary Assembly	linkage group	LG1	NC_042997.1	14625815	14847226	-					LOC115214562	115214562		221412		
mRNA		GCF_006345805.1	Primary Assembly	linkage group	LG1	NC_042997.1	14625815	14847224	-	XM_036509875.1		XP_036365768.1	solute carrier family 66 member 2-like, transcript variant X8	LOC115214562	115214562		1289	1289	
CDS	with_protein	GCF_006345805.1	Primary Assembly	linkage group	LG1	NC_042997.1	14625922	14802708	-	XP_036365768.1		XM_036509875.1	solute carrier family 66 member 2-like isoform X6	LOC115214562	115214562		714	237	
mRNA		GCF_006345805.1	Primary Assembly	linkage group	LG1	NC_042997.1	14688288	14847226	-	XM_029783754.2		XP_029639614.1	solute carrier family 66 member 2-like, transcript variant X6	LOC115214562	115214562		1574	1574	
mRNA		GCF_006345805.1	Primary Assembly	linkage group	LG1	NC_042997.1	14688288	14847223	-	XM_029783755.2		XP_029639615.1	solute carrier family 66 member 2-like, transcript variant X7	LOC115214562	115214562		1608	1608	
mRNA		GCF_006345805.1	Primary Assembly	linkage group	LG1	NC_042997.1	14688288	14847222	-	XM_029783751.2		XP_029639611.1	solute carrier family 66 member 2-like, transcript variant X2	LOC115214562	115214562		1700	1700	
mRNA		GCF_006345805.1	Primary Assembly	linkage group	LG1	NC_042997.1	14688288	14847222	-	XM_029783750.2		XP_029639610.1	solute carrier family 66 member 2-like, transcript variant X1	LOC115214562	115214562		1703	1703	
mRNA		GCF_006345805.1	Primary Assembly	linkage group	LG1	NC_042997.1	14688288	14847220	-	XM_029783752.2		XP_029639612.1	solute carrier family 66 member 2-like, transcript variant X3	LOC115214562	115214562		1655	1655	
mRNA		GCF_006345805.1	Primary Assembly	linkage group	LG1	NC_042997.1	14688288	14845608	-	XM_029783753.2		XP_029639613.1	solute carrier family 66 member 2-like, transcript variant X4	LOC115214562	115214562		2250	2250	
mRNA		GCF_006345805.1	Primary Assembly	linkage group	LG1	NC_042997.1	14688288	14774324	-	XM_036509815.1		XP_036365708.1	solute carrier family 66 member 2-like, transcript variant X5	LOC115214562	115214562		1231	1231	
CDS	with_protein	GCF_006345805.1	Primary Assembly	linkage group	LG1	NC_042997.1	14688567	14802708	-	XP_029639614.1		XM_029783754.2	solute carrier family 66 member 2-like isoform X4	LOC115214562	115214562		825	274	
CDS	with_protein	GCF_006345805.1	Primary Assembly	linkage group	LG1	NC_042997.1	14688625	14802708	-	XP_029639615.1		XM_029783755.2	solute carrier family 66 member 2-like isoform X5	LOC115214562	115214562		804	267	
CDS	with_protein	GCF_006345805.1	Primary Assembly	linkage group	LG1	NC_042997.1	14688625	14802708	-	XP_029639611.1		XM_029783751.2	solute carrier family 66 member 2-like isoform X2	LOC115214562	115214562		897	298	
CDS	with_protein	GCF_006345805.1	Primary Assembly	linkage group	LG1	NC_042997.1	14688625	14802708	-	XP_029639610.1		XM_029783750.2	solute carrier family 66 member 2-like isoform X1	LOC115214562	115214562		900	299	
CDS	with_protein	GCF_006345805.1	Primary Assembly	linkage group	LG1	NC_042997.1	14688625	14722725	-	XP_029639612.1		XM_029783752.2	solute carrier family 66 member 2-like isoform X3	LOC115214562	115214562		858	285	
CDS	with_protein	GCF_006345805.1	Primary Assembly	linkage group	LG1	NC_042997.1	14688625	14722725	-	XP_029639613.1		XM_029783753.2	solute carrier family 66 member 2-like isoform X3	LOC115214562	115214562		858	285	
CDS	with_protein	GCF_006345805.1	Primary Assembly	linkage group	LG1	NC_042997.1	14688625	14722725	-	XP_036365708.1		XM_036509815.1	solute carrier family 66 member 2-like isoform X3	LOC115214562	115214562		858	285	
gene	protein_coding	GCF_006345805.1	Primary Assembly	linkage group	LG1	NC_042997.1	14856311	14856715	+					LOC115217860	115217860		405		
mRNA		GCF_006345805.1	Primary Assembly	linkage group	LG1	NC_042997.1	14856311	14856715	+	XM_029787573.1		XP_029643433.1	secreted RxLR effector protein 78-like	LOC115217860	115217860		405	405	
CDS	with_protein	GCF_006345805.1	Primary Assembly	linkage group	LG1	NC_042997.1	14856311	14856715	+	XP_029643433.1		XM_029787573.1	secreted RxLR effector protein 78-like	LOC115217860	115217860		405	134	
gene	protein_coding	GCF_006345805.1	Primary Assembly	linkage group	LG1	NC_042997.1	14896401	14937423	+					LOC115218004	115218004		41023		
mRNA		GCF_006345805.1	Primary Assembly	linkage group	LG1	NC_042997.1	14896401	14937423	+	XM_029787752.2		XP_029643612.1	F-box only protein 31-A-like	LOC115218004	115218004		1894	1894	
CDS	with_protein	GCF_006345805.1	Primary Assembly	linkage group	LG1	NC_042997.1	14897029	14937330	+	XP_029643612.1		XM_029787752.2	F-box only protein 31-A-like	LOC115218004	115218004		1173	390	
gene	protein_coding	GCF_006345805.1	Primary Assembly	linkage group	LG1	NC_042997.1	14968236	14972941	+					LOC115218991	115218991		4706		
mRNA		GCF_006345805.1	Primary Assembly	linkage group	LG1	NC_042997.1	14968236	14972941	+	XM_029789032.2		XP_029644892.1	uncharacterized LOC115218991	LOC115218991	115218991		2234	2234	
CDS	with_protein	GCF_006345805.1	Primary Assembly	linkage group	LG1	NC_042997.1	14968268	14972683	+	XP_029644892.1		XM_029789032.2	uncharacterized protein LOC115218991	LOC115218991	115218991		1944	647	
gene	protein_coding	GCF_006345805.1	Primary Assembly	linkage group	LG1	NC_042997.1	14980015	15045200	+					LOC115209082	115209082		65186		
mRNA		GCF_006345805.1	Primary Assembly	linkage group	LG1	NC_042997.1	14980015	15045200	+	XM_029777226.2		XP_029633086.1	TNF receptor-associated factor 2, transcript variant X6	LOC115209082	115209082		3126	3126	
mRNA		GCF_006345805.1	Primary Assembly	linkage group	LG1	NC_042997.1	14980015	15045200	+	XM_036510571.1		XP_036366464.1	TNF receptor-associated factor 2, transcript variant X18	LOC115209082	115209082		2743	2743	
mRNA		GCF_006345805.1	Primary Assembly	linkage group	LG1	NC_042997.1	14980944	15045200	+	XM_036510196.1		XP_036366089.1	TNF receptor-associated factor 2, transcript variant X7	LOC115209082	115209082		3143	3143	
mRNA		GCF_006345805.1	Primary Assembly	linkage group	LG1	NC_042997.1	14984006	15045200	+	XM_029777192.2		XP_029633052.1	TNF receptor-associated factor 2, transcript variant X1	LOC115209082	115209082		2705	2705	
mRNA		GCF_006345805.1	Primary Assembly	linkage group	LG1	NC_042997.1	14984021	15045200	+	XM_029777201.2		XP_029633061.1	TNF receptor-associated factor 2, transcript variant X2	LOC115209082	115209082		2687	2687	
mRNA		GCF_006345805.1	Primary Assembly	linkage group	LG1	NC_042997.1	14984075	15045200	+	XM_029777234.2		XP_029633094.1	TNF receptor-associated factor 2, transcript variant X10	LOC115209082	115209082		2791	2791	
mRNA		GCF_006345805.1	Primary Assembly	linkage group	LG1	NC_042997.1	14984078	15045200	+	XM_036510465.1		XP_036366358.1	TNF receptor-associated factor 2, transcript variant X15	LOC115209082	115209082		2774	2774	
mRNA		GCF_006345805.1	Primary Assembly	linkage group	LG1	NC_042997.1	14984078	15045200	+	XM_029777210.2		XP_029633070.1	TNF receptor-associated factor 2, transcript variant X3	LOC115209082	115209082		2967	2967	
mRNA		GCF_006345805.1	Primary Assembly	linkage group	LG1	NC_042997.1	14984078	15045200	+	XM_036510345.1		XP_036366238.1	TNF receptor-associated factor 2, transcript variant X11	LOC115209082	115209082		2857	2857	
mRNA		GCF_006345805.1	Primary Assembly	linkage group	LG1	NC_042997.1	14984078	15045200	+	XM_029777241.2		XP_029633101.1	TNF receptor-associated factor 2, transcript variant X12	LOC115209082	115209082		2763	2763	
mRNA		GCF_006345805.1	Primary Assembly	linkage group	LG1	NC_042997.1	14984078	15045200	+	XM_036510158.1		XP_036366051.1	TNF receptor-associated factor 2, transcript variant X5	LOC115209082	115209082		2964	2964	
mRNA		GCF_006345805.1	Primary Assembly	linkage group	LG1	NC_042997.1	14984078	15045200	+	XM_029777250.2		XP_029633110.1	TNF receptor-associated factor 2, transcript variant X14	LOC115209082	115209082		2760	2760	
mRNA		GCF_006345805.1	Primary Assembly	linkage group	LG1	NC_042997.1	14984078	15045200	+	XM_029777218.2		XP_029633078.1	TNF receptor-associated factor 2, transcript variant X4	LOC115209082	115209082		2918	2918	
mRNA		GCF_006345805.1	Primary Assembly	linkage group	LG1	NC_042997.1	14984078	15045200	+	XM_029777259.2		XP_029633119.1	TNF receptor-associated factor 2, transcript variant X16	LOC115209082	115209082		2714	2714	
mRNA		GCF_006345805.1	Primary Assembly	linkage group	LG1	NC_042997.1	14984078	15045200	+	XM_036510413.1		XP_036366306.1	TNF receptor-associated factor 2, transcript variant X13	LOC115209082	115209082		2766	2766	
mRNA		GCF_006345805.1	Primary Assembly	linkage group	LG1	NC_042997.1	14984079	15045200	+	XM_029777269.2		XP_029633129.1	TNF receptor-associated factor 2, transcript variant X17	LOC115209082	115209082		2583	2583	
CDS	with_protein	GCF_006345805.1	Primary Assembly	linkage group	LG1	NC_042997.1	14984096	15044058	+	XP_029633052.1		XM_029777192.2	TNF receptor-associated factor 2 isoform X1	LOC115209082	115209082		1473	490	
CDS	with_protein	GCF_006345805.1	Primary Assembly	linkage group	LG1	NC_042997.1	14984096	15044058	+	XP_029633061.1		XM_029777201.2	TNF receptor-associated factor 2 isoform X2	LOC115209082	115209082		1470	489	
mRNA		GCF_006345805.1	Primary Assembly	linkage group	LG1	NC_042997.1	14984251	15045200	+	XM_036510266.1		XP_036366159.1	TNF receptor-associated factor 2, transcript variant X9	LOC115209082	115209082		3072	3072	
mRNA		GCF_006345805.1	Primary Assembly	linkage group	LG1	NC_042997.1	14984251	15045200	+	XM_036510220.1		XP_036366113.1	TNF receptor-associated factor 2, transcript variant X8	LOC115209082	115209082		3012	3012	
CDS	with_protein	GCF_006345805.1	Primary Assembly	linkage group	LG1	NC_042997.1	14986811	15044058	+	XP_029633070.1		XM_029777210.2	TNF receptor-associated factor 2 isoform X3	LOC115209082	115209082		1317	438	
CDS	with_protein	GCF_006345805.1	Primary Assembly	linkage group	LG1	NC_042997.1	14986811	15044058	+	XP_029633078.1		XM_029777218.2	TNF receptor-associated factor 2 isoform X3	LOC115209082	115209082		1317	438	
CDS	with_protein	GCF_006345805.1	Primary Assembly	linkage group	LG1	NC_042997.1	14986811	15044058	+	XP_029633086.1		XM_029777226.2	TNF receptor-associated factor 2 isoform X3	LOC115209082	115209082		1317	438	
CDS	with_protein	GCF_006345805.1	Primary Assembly	linkage group	LG1	NC_042997.1	14986811	15044058	+	XP_029633094.1		XM_029777234.2	TNF receptor-associated factor 2 isoform X3	LOC115209082	115209082		1317	438	
CDS	with_protein	GCF_006345805.1	Primary Assembly	linkage group	LG1	NC_042997.1	14986811	15044058	+	XP_036366051.1		XM_036510158.1	TNF receptor-associated factor 2 isoform X3	LOC115209082	115209082		1317	438	
CDS	with_protein	GCF_006345805.1	Primary Assembly	linkage group	LG1	NC_042997.1	14986811	15044058	+	XP_036366089.1		XM_036510196.1	TNF receptor-associated factor 2 isoform X3	LOC115209082	115209082		1317	438	
CDS	with_protein	GCF_006345805.1	Primary Assembly	linkage group	LG1	NC_042997.1	14986811	15044058	+	XP_036366113.1		XM_036510220.1	TNF receptor-associated factor 2 isoform X3	LOC115209082	115209082		1317	438	
CDS	with_protein	GCF_006345805.1	Primary Assembly	linkage group	LG1	NC_042997.1	14986811	15044058	+	XP_036366159.1		XM_036510266.1	TNF receptor-associated factor 2 isoform X3	LOC115209082	115209082		1317	438	
CDS	with_protein	GCF_006345805.1	Primary Assembly	linkage group	LG1	NC_042997.1	14986811	15044058	+	XP_036366238.1		XM_036510345.1	TNF receptor-associated factor 2 isoform X3	LOC115209082	115209082		1317	438	
CDS	with_protein	GCF_006345805.1	Primary Assembly	linkage group	LG1	NC_042997.1	15004698	15044058	+	XP_029633101.1		XM_029777241.2	TNF receptor-associated factor 2 isoform X4	LOC115209082	115209082		1296	431	
CDS	with_protein	GCF_006345805.1	Primary Assembly	linkage group	LG1	NC_042997.1	15004698	15044058	+	XP_029633110.1		XM_029777250.2	TNF receptor-associated factor 2 isoform X4	LOC115209082	115209082		1296	431	
CDS	with_protein	GCF_006345805.1	Primary Assembly	linkage group	LG1	NC_042997.1	15004698	15044058	+	XP_029633119.1		XM_029777259.2	TNF receptor-associated factor 2 isoform X4	LOC115209082	115209082		1296	431	
CDS	with_protein	GCF_006345805.1	Primary Assembly	linkage group	LG1	NC_042997.1	15004698	15044058	+	XP_029633129.1		XM_029777269.2	TNF receptor-associated factor 2 isoform X4	LOC115209082	115209082		1296	431	
CDS	with_protein	GCF_006345805.1	Primary Assembly	linkage group	LG1	NC_042997.1	15004698	15044058	+	XP_036366306.1		XM_036510413.1	TNF receptor-associated factor 2 isoform X4	LOC115209082	115209082		1296	431	
CDS	with_protein	GCF_006345805.1	Primary Assembly	linkage group	LG1	NC_042997.1	15004698	15044058	+	XP_036366358.1		XM_036510465.1	TNF receptor-associated factor 2 isoform X4	LOC115209082	115209082		1296	431	
CDS	with_protein	GCF_006345805.1	Primary Assembly	linkage group	LG1	NC_042997.1	15004698	15044058	+	XP_036366464.1		XM_036510571.1	TNF receptor-associated factor 2 isoform X4	LOC115209082	115209082		1296	431	
gene	snRNA	GCF_006345805.1	Primary Assembly	linkage group	LG1	NC_042997.1	15065019	15065123	-					LOC115220331	115220331		105		
ncRNA	snRNA	GCF_006345805.1	Primary Assembly	linkage group	LG1	NC_042997.1	15065019	15065123	-	XR_003882508.1			U6 spliceosomal RNA	LOC115220331	115220331		105	105	
gene	protein_coding	GCF_006345805.1	Primary Assembly	linkage group	LG1	NC_042997.1	15080589	15143288	+					LOC115210058	115210058		62700		
mRNA		GCF_006345805.1	Primary Assembly	linkage group	LG1	NC_042997.1	15080589	15143288	+	XM_029778629.2		XP_029634489.1	carnitine O-acetyltransferase, transcript variant X1	LOC115210058	115210058		5605	5605	
mRNA		GCF_006345805.1	Primary Assembly	linkage group	LG1	NC_042997.1	15080633	15143288	+	XM_036510626.1		XP_036366519.1	carnitine O-acetyltransferase, transcript variant X2	LOC115210058	115210058		5645	5645	
CDS	with_protein	GCF_006345805.1	Primary Assembly	linkage group	LG1	NC_042997.1	15081060	15139837	+	XP_029634489.1		XM_029778629.2	carnitine O-acetyltransferase	LOC115210058	115210058		1896	631	
CDS	with_protein	GCF_006345805.1	Primary Assembly	linkage group	LG1	NC_042997.1	15081060	15139837	+	XP_036366519.1		XM_036510626.1	carnitine O-acetyltransferase	LOC115210058	115210058		1896	631	
gene	protein_coding	GCF_006345805.1	Primary Assembly	linkage group	LG1	NC_042997.1	15144166	15250824	-					LOC115210091	115210091		106659		
mRNA		GCF_006345805.1	Primary Assembly	linkage group	LG1	NC_042997.1	15144166	15250824	-	XM_029778631.2		XP_029634491.1	dolichyldiphosphatase 1	LOC115210091	115210091		1955	1955	
CDS	with_protein	GCF_006345805.1	Primary Assembly	linkage group	LG1	NC_042997.1	15145326	15250725	-	XP_029634491.1		XM_029778631.2	dolichyldiphosphatase 1	LOC115210091	115210091		696	231	
gene	protein_coding	GCF_006345805.1	Primary Assembly	linkage group	LG1	NC_042997.1	15250900	15308030	+					LOC115210075	115210075		57131		
mRNA		GCF_006345805.1	Primary Assembly	linkage group	LG1	NC_042997.1	15250900	15308030	+	XM_036510778.1		XP_036366671.1	queuine tRNA-ribosyltransferase catalytic subunit 1, transcript variant X2	LOC115210075	115210075		1570	1570	
mRNA		GCF_006345805.1	Primary Assembly	linkage group	LG1	NC_042997.1	15250900	15295527	+	XM_029778630.2		XP_029634490.1	queuine tRNA-ribosyltransferase catalytic subunit 1, transcript variant X1	LOC115210075	115210075		1815	1815	
CDS	with_protein	GCF_006345805.1	Primary Assembly	linkage group	LG1	NC_042997.1	15251060	15292115	+	XP_029634490.1		XM_029778630.2	queuine tRNA-ribosyltransferase catalytic subunit 1	LOC115210075	115210075		1218	405	
CDS	with_protein	GCF_006345805.1	Primary Assembly	linkage group	LG1	NC_042997.1	15251060	15292115	+	XP_036366671.1		XM_036510778.1	queuine tRNA-ribosyltransferase catalytic subunit 1	LOC115210075	115210075		1218	405	
gene	protein_coding	GCF_006345805.1	Primary Assembly	linkage group	LG1	NC_042997.1	15295518	15329742	-					LOC115214249	115214249		34225		
mRNA		GCF_006345805.1	Primary Assembly	linkage group	LG1	NC_042997.1	15295518	15329742	-	XM_029783386.2		XP_029639246.1	WD repeat-containing protein 46, transcript variant X1	LOC115214249	115214249		1812	1812	
mRNA		GCF_006345805.1	Primary Assembly	linkage group	LG1	NC_042997.1	15295518	15329653	-	XM_029783394.2		XP_029639254.1	WD repeat-containing protein 46, transcript variant X2	LOC115214249	115214249		1719	1719	
CDS	with_protein	GCF_006345805.1	Primary Assembly	linkage group	LG1	NC_042997.1	15295533	15328291	-	XP_029639246.1		XM_029783386.2	WD repeat-containing protein 46	LOC115214249	115214249		1638	545	
CDS	with_protein	GCF_006345805.1	Primary Assembly	linkage group	LG1	NC_042997.1	15295533	15328291	-	XP_029639254.1		XM_029783394.2	WD repeat-containing protein 46	LOC115214249	115214249		1638	545	
gene	protein_coding	GCF_006345805.1	Primary Assembly	linkage group	LG1	NC_042997.1	15334438	15358434	+					LOC115217141	115217141		23997		
mRNA		GCF_006345805.1	Primary Assembly	linkage group	LG1	NC_042997.1	15334438	15358434	+	XM_029786758.2		XP_029642618.1	cell division cycle 7-related protein kinase, transcript variant X2	LOC115217141	115217141		1642	1642	
mRNA		GCF_006345805.1	Primary Assembly	linkage group	LG1	NC_042997.1	15334441	15358434	+	XM_036510877.1		XP_036366770.1	cell division cycle 7-related protein kinase, transcript variant X1	LOC115217141	115217141		2095	2095	
mRNA		GCF_006345805.1	Primary Assembly	linkage group	LG1	NC_042997.1	15335056	15358434	+	XM_036510938.1		XP_036366831.1	cell division cycle 7-related protein kinase, transcript variant X3	LOC115217141	115217141		1608	1608	
CDS	with_protein	GCF_006345805.1	Primary Assembly	linkage group	LG1	NC_042997.1	15338398	15358398	+	XP_029642618.1		XM_029786758.2	cell division cycle 7-related protein kinase	LOC115217141	115217141		1419	472	
CDS	with_protein	GCF_006345805.1	Primary Assembly	linkage group	LG1	NC_042997.1	15338398	15358398	+	XP_036366770.1		XM_036510877.1	cell division cycle 7-related protein kinase	LOC115217141	115217141		1419	472	
CDS	with_protein	GCF_006345805.1	Primary Assembly	linkage group	LG1	NC_042997.1	15338398	15358398	+	XP_036366831.1		XM_036510938.1	cell division cycle 7-related protein kinase	LOC115217141	115217141		1419	472	
gene	pseudogene	GCF_006345805.1	Primary Assembly	linkage group	LG1	NC_042997.1	15510670	15510788	-					LOC115220881	115220881		119		pseudo
gene	lncRNA	GCF_006345805.1	Primary Assembly	linkage group	LG1	NC_042997.1	15740717	15750109	+					LOC118766167	118766167		9393		
ncRNA	lncRNA	GCF_006345805.1	Primary Assembly	linkage group	LG1	NC_042997.1	15740717	15750109	+	XR_005002077.1			uncharacterized LOC118766167	LOC118766167	118766167		241	241	
gene	protein_coding	GCF_006345805.1	Primary Assembly	linkage group	LG1	NC_042997.1	15815289	15825884	+					LOC115215503	115215503		10596		
